temp_air_C,temp_process_C,delta_temp_C,vitesse_rotation_rpm,couple_Nm,usure_outil_min,puissance_W,ratio_couple_vitesse,type_piece_L,type_piece_M,panne_machine,RUL_min,usine,piece_id
25.05,34.65,9.6,1439,41.6,62,6268.78,0.0289,1,0,0,207.5,FR-Lyon,1708
25.05,34.65,9.6,1627,31.5,64,5366.94,0.0193,1,0,0,195.3,FR-Nantes,1709
25.05,34.65,9.6,1749,26.1,66,4780.34,0.0149,1,0,0,189.1,ES-Madrid,1710
25.05,34.65,9.6,1530,35.9,68,5751.94,0.0234,1,0,0,197.5,FR-Lyon,1711
25.05,34.65,9.6,1355,51.3,70,7279.23,0.0378,1,0,0,189.4,FR-Lyon,1712
25.15,34.75,9.6,1551,33.8,72,5489.81,0.0218,1,0,0,177.1,ES-Madrid,1713
25.05,34.65,9.6,1515,46.7,74,7408.98,0.0308,1,0,0,190.2,FR-Nantes,1714
25.05,34.65,9.6,1388,48.6,76,7064.06,0.035,1,0,0,181.3,FR-Lyon,1715
25.05,34.65,9.6,1585,34.6,78,5742.94,0.0218,1,0,0,181.5,ES-Barcelone,1716
24.95,34.55,9.6,1523,37.7,80,6012.7,0.0247,1,0,0,181.7,FR-Lyon,1717
25.05,34.45,9.4,1369,54.5,82,7813.19,0.0398,1,0,0,179.0,ES-Madrid,1718
25.05,34.55,9.5,1681,31.0,84,5457.05,0.0184,0,1,0,179.5,ES-Barcelone,1719
25.05,34.55,9.5,1503,38.3,87,6028.18,0.0255,1,0,0,170.8,FR-Lyon,1720
25.05,34.55,9.5,1459,44.5,89,6798.98,0.0305,1,0,0,173.6,FR-Lyon,1721
25.05,34.55,9.5,1688,32.4,91,5727.25,0.0192,1,0,0,167.7,FR-Lyon,1722
25.05,34.55,9.5,1952,21.6,93,4415.32,0.0111,0,1,0,170.7,FR-Toulouse,1723
25.05,34.65,9.6,2029,19.9,96,4228.28,0.0098,1,0,0,167.1,FR-Lyon,1724
25.15,34.65,9.5,1457,52.5,98,8010.28,0.036,0,1,0,157.3,ES-Madrid,1725
25.15,34.65,9.5,1392,50.4,101,7346.8,0.0362,0,1,0,164.4,FR-Lyon,1726
25.15,34.65,9.5,1906,22.1,104,4411.07,0.0116,1,0,0,153.3,FR-Nantes,1727
25.15,34.55,9.4,1602,33.4,106,5603.22,0.0208,0,1,0,158.0,ES-Barcelone,1728
25.15,34.55,9.4,1465,49.4,109,7578.67,0.0337,1,0,0,152.8,ES-Madrid,1729
25.15,34.55,9.4,1439,43.8,111,6600.3,0.0304,0,1,0,158.2,FR-Nantes,1730
25.15,34.65,9.5,1330,55.4,114,7715.96,0.0416,0,1,0,144.9,FR-Toulouse,1731
25.15,34.75,9.6,1485,42.0,117,6531.37,0.0283,0,1,0,141.3,FR-Nantes,1732
25.25,34.75,9.5,1700,28.2,120,5020.27,0.0166,0,0,0,139.9,FR-Nantes,1733
25.25,34.85,9.6,1515,42.8,125,6790.24,0.0282,1,0,0,133.5,FR-Toulouse,1734
25.35,34.95,9.6,1501,39.2,127,6161.63,0.0261,0,1,0,137.0,FR-Lyon,1735
25.25,34.85,9.6,1380,47.6,130,6878.83,0.0345,1,0,0,121.9,ES-Barcelone,1736
25.25,34.75,9.5,1544,35.9,132,5804.57,0.0232,1,0,0,122.7,FR-Toulouse,1737
25.25,34.75,9.5,1743,27.3,134,4982.97,0.0157,1,0,0,120.7,FR-Lyon,1738
25.25,34.75,9.5,1948,21.4,136,4365.47,0.011,0,0,0,128.8,FR-Toulouse,1739
25.35,34.75,9.4,1260,54.2,141,7151.52,0.043,0,0,0,127.6,FR-Toulouse,1740
25.35,34.75,9.4,1640,33.1,146,5684.61,0.0202,0,1,0,113.5,ES-Madrid,1741
25.35,34.85,9.5,1363,49.2,149,7022.46,0.0361,0,1,0,110.2,ES-Madrid,1742
25.35,34.85,9.5,1379,49.6,152,7162.66,0.0359,1,0,0,108.4,ES-Madrid,1743
25.35,34.85,9.5,1713,25.8,154,4628.13,0.0151,0,1,0,111.8,FR-Lyon,1744
25.35,34.85,9.5,1461,51.9,157,7940.47,0.0355,0,1,0,98.4,FR-Toulouse,1745
25.35,34.85,9.5,1624,29.8,160,5067.93,0.0183,1,0,0,101.2,FR-Nantes,1746
25.25,34.85,9.6,1526,41.1,162,6567.88,0.0269,1,0,0,102.9,FR-Lyon,1747
25.25,34.75,9.5,2381,14.2,164,3540.6,0.006,1,0,0,98.5,FR-Toulouse,1748
25.25,34.55,9.3,1626,31.1,166,5295.53,0.0191,0,0,0,94.9,ES-Madrid,1749
25.15,34.55,9.4,1576,33.8,171,5578.3,0.0214,1,0,0,94.0,FR-Lyon,1750
25.25,34.65,9.4,1617,31.6,173,5350.89,0.0195,0,1,0,73.5,FR-Nantes,1751
25.15,34.45,9.3,1942,20.6,176,4189.33,0.0106,1,0,0,87.4,FR-Lyon,1752
25.05,34.45,9.4,1492,37.2,178,5812.2,0.0249,1,0,0,78.7,FR-Lyon,1753
25.05,34.35,9.3,1470,51.3,180,7897.02,0.0349,1,0,0,70.8,FR-Lyon,1754
24.85,34.25,9.4,1463,46.5,182,7124.03,0.0318,0,1,0,80.6,ES-Barcelone,1755
24.85,34.15,9.3,1424,46.5,185,6934.12,0.0326,1,0,0,81.9,ES-Madrid,1756
24.95,34.25,9.3,1363,60.1,187,8578.25,0.0441,0,1,0,72.3,ES-Barcelone,1757
24.95,34.25,9.3,1335,56.2,190,7856.81,0.0421,0,1,0,74.8,FR-Nantes,1758
24.95,34.25,9.3,1608,33.9,193,5708.4,0.0211,1,0,0,75.1,FR-Lyon,1759
24.85,34.25,9.4,1606,35.2,195,5919.93,0.0219,0,0,0,71.6,FR-Nantes,1760
24.95,34.35,9.4,1684,33.1,200,5837.12,0.0196,1,0,0,68.2,FR-Nantes,1761
24.95,34.45,9.5,1950,20.3,202,4145.33,0.0104,1,0,0,61.7,ES-Madrid,1762
25.05,34.45,9.4,1460,48.6,204,7430.49,0.0333,0,0,0,56.4,FR-Lyon,1763
25.05,34.45,9.4,1511,31.0,209,4905.18,0.0205,1,0,1,43.0,FR-Nantes,1764
25.05,34.45,9.4,1318,55.7,0,7687.75,0.0422,0,0,0,258.8,FR-Lyon,1765
25.05,34.45,9.4,1368,51.8,5,7420.69,0.0378,1,0,0,250.8,FR-Toulouse,1766
25.15,34.55,9.4,1717,27.1,7,4872.68,0.0158,0,1,0,263.9,ES-Madrid,1767
25.15,34.55,9.4,1520,41.4,10,6589.8,0.0272,0,1,0,249.1,FR-Nantes,1768
25.15,34.65,9.5,1485,42.0,13,6531.37,0.0283,0,1,0,247.6,FR-Toulouse,1769
25.25,34.75,9.5,1981,23.2,16,4812.84,0.0117,1,0,0,246.8,FR-Toulouse,1770
25.25,34.75,9.5,1605,31.0,18,5210.33,0.0193,0,0,0,242.2,FR-Nantes,1771
25.25,34.75,9.5,1446,45.3,23,6859.54,0.0313,1,0,0,245.5,ES-Madrid,1772
25.25,34.85,9.6,1508,47.9,25,7564.24,0.0317,1,0,0,231.9,ES-Barcelone,1773
25.35,34.85,9.5,1384,59.5,27,8623.46,0.043,1,0,0,234.0,ES-Barcelone,1774
25.35,34.85,9.5,1519,37.3,29,5933.29,0.0245,0,1,0,227.3,ES-Madrid,1775
25.35,34.85,9.5,1404,48.1,32,7071.98,0.0342,1,0,0,221.4,FR-Toulouse,1776
25.35,34.95,9.6,1564,31.1,34,5093.61,0.0199,1,0,0,222.9,ES-Madrid,1777
25.45,35.05,9.6,1555,36.8,36,5992.48,0.0237,0,0,0,223.8,FR-Toulouse,1778
25.45,35.05,9.6,1325,54.0,41,7492.7,0.0407,1,0,0,216.9,FR-Toulouse,1779
25.45,35.05,9.6,1488,44.0,43,6856.21,0.0296,0,1,0,213.5,ES-Madrid,1780
25.35,35.05,9.7,1595,32.3,46,5395.0,0.0202,1,0,0,207.0,FR-Lyon,1781
25.35,34.95,9.6,1662,28.6,48,4977.67,0.0172,1,0,0,211.6,ES-Barcelone,1782
25.25,34.85,9.6,1571,37.4,50,6152.85,0.0238,1,0,0,202.5,FR-Nantes,1783
25.15,34.85,9.7,1553,41.0,52,6667.82,0.0264,0,0,0,211.8,FR-Nantes,1784
25.15,34.85,9.7,2886,3.8,57,1148.44,0.0013,1,0,1,203.4,ES-Madrid,1785
25.05,34.85,9.8,1538,38.2,59,6152.45,0.0248,1,0,0,193.7,ES-Barcelone,1786
25.25,35.05,9.8,1618,33.0,61,5591.41,0.0204,1,0,0,197.5,FR-Nantes,1787
25.25,35.05,9.8,1364,45.9,63,6556.25,0.0336,1,0,0,193.2,FR-Nantes,1788
25.15,34.85,9.7,1442,47.3,65,7142.58,0.0328,1,0,0,196.6,FR-Lyon,1789
25.05,34.75,9.7,1313,67.3,67,9253.55,0.0512,1,0,1,199.7,FR-Nantes,1790
25.05,34.75,9.7,1847,23.6,69,4564.65,0.0128,1,0,0,181.6,FR-Lyon,1791
24.95,34.65,9.7,1524,40.8,71,6511.39,0.0268,1,0,0,189.6,ES-Madrid,1792
24.95,34.55,9.6,1445,48.0,73,7263.36,0.0332,0,1,0,186.2,FR-Nantes,1793
24.95,34.65,9.7,1761,28.2,76,5200.4,0.016,1,0,0,187.4,ES-Madrid,1794
24.95,34.65,9.7,1514,43.5,78,6896.74,0.0287,0,1,0,183.1,FR-Lyon,1795
24.95,34.55,9.6,1498,38.3,81,6008.13,0.0256,0,1,0,175.2,FR-Lyon,1796
24.95,34.45,9.5,1542,37.1,84,5990.83,0.024,0,0,0,174.4,ES-Madrid,1797
24.85,34.45,9.6,1508,41.8,89,6600.95,0.0277,0,1,0,167.0,FR-Lyon,1798
24.85,34.35,9.5,1431,52.9,92,7927.27,0.0369,0,1,0,173.4,FR-Lyon,1799
24.85,34.35,9.5,1427,45.1,95,6739.52,0.0316,0,1,0,165.1,FR-Lyon,1800
24.85,34.35,9.5,1524,36.3,98,5793.22,0.0238,0,1,0,171.5,ES-Barcelone,1801
24.85,34.35,9.5,1427,43.6,101,6515.37,0.0305,0,1,0,158.7,ES-Madrid,1802
24.95,34.45,9.5,1496,44.1,104,6908.74,0.0295,0,0,0,152.5,FR-Toulouse,1803
24.95,34.55,9.6,1388,40.3,109,5857.65,0.029,1,0,0,143.4,FR-Toulouse,1804
24.95,34.55,9.6,1495,48.1,111,7530.35,0.0322,1,0,0,140.0,FR-Toulouse,1805
24.95,34.55,9.6,1376,56.2,113,8098.1,0.0408,0,0,0,139.1,ES-Madrid,1806
24.85,34.45,9.6,1593,32.2,118,5371.56,0.0202,0,0,0,143.3,ES-Madrid,1807
24.85,34.45,9.6,1654,28.9,123,5005.67,0.0175,1,0,0,139.5,FR-Lyon,1808
24.95,34.55,9.6,2567,12.8,125,3440.84,0.005,1,0,1,127.1,FR-Lyon,1809
24.95,34.55,9.6,1767,27.0,127,4996.07,0.0153,1,0,0,137.5,FR-Lyon,1810
24.95,34.45,9.5,1364,53.8,129,7684.67,0.0394,1,0,0,128.6,ES-Madrid,1811
24.95,34.65,9.7,1569,31.2,131,5126.33,0.0199,0,1,0,129.7,ES-Madrid,1812
25.05,34.65,9.6,1476,36.8,134,5688.04,0.0249,1,0,0,134.1,FR-Toulouse,1813
24.95,34.55,9.6,1479,45.0,136,6969.62,0.0304,1,0,0,128.5,FR-Lyon,1814
24.95,34.55,9.6,1650,34.1,138,5892.06,0.0207,1,0,0,120.7,FR-Lyon,1815
24.95,34.45,9.5,1565,36.3,140,5949.08,0.0232,0,1,0,115.5,ES-Barcelone,1816
24.95,34.45,9.5,1460,46.5,143,7109.42,0.0318,1,0,0,106.2,FR-Toulouse,1817
24.95,34.55,9.6,1664,27.6,145,4809.4,0.0166,1,0,0,111.4,ES-Madrid,1818
24.95,34.55,9.6,1435,40.9,147,6146.16,0.0285,0,1,0,111.9,FR-Nantes,1819
24.95,34.45,9.5,2066,19.2,150,4153.94,0.0093,0,1,0,105.1,FR-Toulouse,1820
24.95,34.35,9.4,1493,43.7,153,6832.35,0.0293,1,0,0,106.3,FR-Lyon,1821
24.95,34.45,9.5,1354,43.3,155,6139.53,0.032,1,0,0,105.4,FR-Lyon,1822
24.95,34.45,9.5,1488,39.4,157,6139.43,0.0265,1,0,0,101.9,FR-Nantes,1823
24.95,34.55,9.6,1414,48.7,159,7211.19,0.0344,1,0,0,97.7,ES-Madrid,1824
24.95,34.35,9.4,1391,57.4,161,8361.18,0.0412,1,0,0,99.8,FR-Nantes,1825
24.85,34.35,9.5,1784,27.8,163,5193.6,0.0156,0,1,0,99.2,FR-Nantes,1826
24.65,34.15,9.5,1516,40.1,166,6366.08,0.0264,0,0,0,88.5,FR-Lyon,1827
24.75,34.15,9.4,1420,47.8,171,7107.96,0.0336,0,1,0,96.1,ES-Barcelone,1828
24.65,34.05,9.4,1351,56.3,174,7965.12,0.0416,1,0,0,85.5,ES-Madrid,1829
24.65,34.05,9.4,1880,23.0,176,4528.08,0.0122,1,0,0,84.1,FR-Toulouse,1830
24.65,34.15,9.5,1859,24.0,178,4672.18,0.0129,1,0,0,85.5,ES-Barcelone,1831
24.65,34.15,9.5,1315,54.0,180,7436.15,0.041,0,1,0,81.2,FR-Nantes,1832
24.65,34.25,9.6,1330,51.7,183,7200.64,0.0388,0,1,0,81.8,FR-Nantes,1833
24.65,34.15,9.5,1327,61.0,186,8476.75,0.0459,1,0,1,75.4,ES-Madrid,1834
24.65,34.05,9.4,1498,38.1,188,5976.75,0.0254,1,0,0,68.9,ES-Madrid,1835
24.65,34.15,9.5,1555,35.8,190,5829.64,0.023,0,0,0,71.8,ES-Madrid,1836
24.55,34.05,9.5,1518,35.8,195,5690.93,0.0236,1,0,0,59.3,FR-Lyon,1837
24.55,34.05,9.5,1392,43.0,197,6268.11,0.0309,1,0,0,63.5,FR-Toulouse,1838
24.65,34.05,9.4,1456,39.6,199,6037.89,0.0272,0,1,0,60.8,ES-Barcelone,1839
24.55,33.95,9.4,1715,30.2,0,5423.75,0.0176,1,0,0,259.0,FR-Lyon,1840
24.55,34.05,9.5,1405,43.7,2,6429.64,0.0311,0,1,0,257.4,FR-Toulouse,1841
24.55,34.05,9.5,1668,37.8,5,6602.62,0.0226,1,0,0,245.6,FR-Toulouse,1842
24.55,33.95,9.4,1855,22.5,7,4370.74,0.0121,0,0,0,250.3,FR-Toulouse,1843
24.45,33.95,9.5,1496,39.2,12,6141.1,0.0262,1,0,0,248.5,FR-Nantes,1844
24.45,33.95,9.5,1471,44.9,14,6916.52,0.0305,0,1,0,246.8,ES-Barcelone,1845
24.55,34.05,9.5,1444,40.0,17,6048.61,0.0277,1,0,0,237.9,FR-Lyon,1846
24.55,34.15,9.6,1514,38.6,19,6119.86,0.0255,0,0,0,247.3,FR-Lyon,1847
24.65,34.15,9.5,1412,50.7,24,7496.72,0.0359,1,0,0,231.7,FR-Lyon,1848
24.55,34.05,9.5,1429,44.1,26,6599.32,0.0308,0,0,0,238.8,ES-Barcelone,1849
24.55,34.05,9.5,1668,32.7,31,5711.79,0.0196,1,0,0,231.1,FR-Nantes,1850
24.55,34.05,9.5,1372,52.8,33,7586.07,0.0385,0,1,0,223.8,FR-Toulouse,1851
24.55,34.15,9.6,1365,49.2,36,7032.77,0.036,0,1,0,232.9,ES-Madrid,1852
24.45,33.95,9.5,1526,39.1,39,6248.27,0.0256,0,1,0,215.0,ES-Barcelone,1853
24.45,34.05,9.6,1486,40.6,42,6317.91,0.0273,1,0,0,222.6,ES-Madrid,1854
24.45,34.05,9.6,1470,42.6,44,6557.76,0.029,0,1,0,221.0,ES-Barcelone,1855
24.55,34.15,9.6,1249,62.8,47,8213.92,0.0502,0,0,0,209.6,FR-Toulouse,1856
24.65,34.25,9.6,1752,26.1,52,4788.54,0.0149,0,1,0,215.0,ES-Madrid,1857
24.55,34.25,9.7,1643,36.5,55,6279.99,0.0222,1,0,0,203.7,FR-Nantes,1858
24.65,34.25,9.6,1488,36.1,57,5625.21,0.0242,0,1,0,204.4,ES-Madrid,1859
24.65,34.25,9.6,1355,45.8,60,6498.8,0.0338,1,0,0,201.3,ES-Madrid,1860
24.65,34.45,9.8,1607,30.3,62,5099.02,0.0188,1,0,0,197.3,ES-Madrid,1861
24.75,34.45,9.7,1609,30.3,64,5105.37,0.0188,0,1,0,200.1,ES-Madrid,1862
24.75,34.55,9.8,1517,44.4,67,7053.38,0.0292,1,0,0,197.0,FR-Lyon,1863
24.75,34.55,9.8,1517,39.5,69,6274.96,0.026,0,1,0,182.3,FR-Nantes,1864
24.75,34.55,9.8,1546,37.6,72,6087.32,0.0243,1,0,0,194.5,ES-Barcelone,1865
24.75,34.55,9.8,1567,34.7,74,5694.13,0.0221,1,0,0,177.7,ES-Barcelone,1866
24.95,34.75,9.8,1662,28.9,76,5029.88,0.0174,0,1,0,189.2,FR-Lyon,1867
24.95,34.75,9.8,1502,41.8,79,6574.68,0.0278,1,0,0,186.6,FR-Lyon,1868
25.15,34.85,9.7,1361,56.9,81,8109.59,0.0418,1,0,0,173.5,FR-Lyon,1869
25.15,34.95,9.8,1630,32.7,83,5581.67,0.02,0,1,0,174.9,ES-Madrid,1870
25.15,34.85,9.7,1486,42.3,86,6582.45,0.0284,1,0,0,168.5,ES-Madrid,1871
25.15,34.95,9.8,1840,21.5,88,4142.71,0.0117,1,0,0,170.9,FR-Lyon,1872
25.15,34.95,9.8,1326,58.4,90,8109.33,0.044,1,0,0,168.5,FR-Nantes,1873
25.25,34.95,9.7,1367,57.8,92,8274.18,0.0423,1,0,0,171.9,ES-Madrid,1874
25.25,34.95,9.7,1598,32.7,94,5472.09,0.0205,1,0,0,172.6,ES-Madrid,1875
25.15,34.85,9.7,1363,50.1,96,7150.92,0.0367,1,0,0,171.0,FR-Nantes,1876
25.15,34.85,9.7,1242,62.0,98,8063.84,0.0499,1,0,0,159.2,FR-Nantes,1877
25.05,34.65,9.6,1566,33.8,100,5542.9,0.0216,0,1,0,159.0,FR-Nantes,1878
24.95,34.55,9.6,1424,47.7,103,7113.07,0.0335,0,1,0,148.6,FR-Toulouse,1879
25.05,34.55,9.5,1608,33.8,106,5691.56,0.021,0,1,0,150.0,FR-Nantes,1880
24.95,34.55,9.6,1705,29.1,109,5195.72,0.0171,1,0,0,155.8,ES-Madrid,1881
24.85,34.45,9.6,1548,45.8,111,7424.46,0.0296,1,0,0,157.1,ES-Barcelone,1882
24.85,34.45,9.6,1581,43.4,113,7185.39,0.0274,0,1,0,140.8,FR-Nantes,1883
24.85,34.45,9.6,1472,46.7,116,7198.69,0.0317,0,1,0,141.0,ES-Madrid,1884
24.85,34.45,9.6,1792,26.0,119,4879.1,0.0145,0,1,0,140.9,FR-Lyon,1885
24.85,34.45,9.6,1683,32.8,122,5780.78,0.0195,1,0,0,139.4,FR-Nantes,1886
24.75,34.45,9.7,1503,40.7,124,6405.93,0.0271,1,0,0,132.0,FR-Lyon,1887
24.75,34.35,9.6,1642,32.4,126,5571.17,0.0197,0,1,0,136.1,FR-Lyon,1888
24.65,34.25,9.6,1902,24.3,129,4840.0,0.0128,0,1,0,128.6,ES-Madrid,1889
24.55,34.25,9.7,1432,40.2,132,6028.34,0.0281,0,0,0,127.9,ES-Barcelone,1890
24.65,34.25,9.6,1512,40.8,137,6460.12,0.027,1,0,0,125.7,FR-Lyon,1891
24.55,34.25,9.7,1764,29.0,139,5357.04,0.0164,1,0,0,121.0,FR-Toulouse,1892
24.65,34.25,9.6,1438,43.6,141,6565.59,0.0303,0,1,0,116.8,ES-Madrid,1893
24.65,34.35,9.7,1631,29.9,144,5106.86,0.0183,1,0,0,115.5,FR-Lyon,1894
24.75,34.35,9.6,1880,23.3,146,4587.14,0.0124,0,0,0,113.6,FR-Nantes,1895
24.75,34.45,9.7,1344,54.3,151,7642.36,0.0404,1,0,0,107.1,ES-Madrid,1896
24.75,34.35,9.6,1574,35.8,153,5900.87,0.0227,1,0,0,105.7,FR-Nantes,1897
24.65,34.25,9.6,1418,41.2,155,6117.9,0.029,1,0,0,113.0,FR-Lyon,1898
24.65,34.35,9.7,1372,54.1,157,7772.84,0.0394,1,0,0,105.8,FR-Toulouse,1899
24.65,34.35,9.7,1388,40.0,159,5814.04,0.0288,1,0,0,99.5,ES-Madrid,1900
24.75,34.45,9.7,1493,36.0,161,5628.48,0.0241,0,0,0,102.5,FR-Nantes,1901
24.75,34.45,9.7,1505,40.1,166,6319.89,0.0266,0,1,0,92.3,FR-Lyon,1902
24.85,34.45,9.6,1694,29.1,169,5162.2,0.0172,1,0,0,96.9,ES-Madrid,1903
24.75,34.45,9.7,1968,20.4,171,4204.2,0.0104,1,0,0,90.8,FR-Lyon,1904
24.85,34.45,9.6,1569,35.6,173,5849.27,0.0227,0,1,0,86.5,ES-Madrid,1905
24.75,34.45,9.7,1687,29.1,176,5140.87,0.0172,1,0,0,86.2,FR-Lyon,1906
24.75,34.45,9.7,1430,52.4,178,7846.86,0.0366,1,0,0,74.1,ES-Barcelone,1907
24.75,34.45,9.7,1504,42.4,180,6677.94,0.0282,1,0,0,74.4,FR-Toulouse,1908
24.75,34.45,9.7,1977,20.2,182,4182.03,0.0102,1,0,0,72.0,FR-Toulouse,1909
24.85,34.55,9.7,1435,45.6,184,6852.44,0.0318,1,0,0,76.7,FR-Lyon,1910
24.85,34.55,9.7,1547,36.8,186,5961.65,0.0238,0,0,0,82.7,FR-Toulouse,1911
24.95,34.65,9.7,1316,57.2,191,7882.8,0.0434,0,1,0,80.2,ES-Barcelone,1912
24.85,34.55,9.7,1621,34.9,194,5924.3,0.0215,0,1,0,69.2,ES-Barcelone,1913
24.85,34.65,9.8,1492,40.2,197,6280.92,0.0269,0,1,0,65.5,FR-Toulouse,1914
24.85,34.55,9.7,1643,32.3,200,5557.36,0.0196,1,0,0,51.0,FR-Toulouse,1915
24.85,34.55,9.7,1492,38.7,202,6046.56,0.0259,1,0,0,55.3,ES-Madrid,1916
24.85,34.55,9.7,1387,50.8,204,7378.51,0.0366,1,0,0,52.1,ES-Barcelone,1917
24.95,34.75,9.8,1463,47.3,206,7246.6,0.0323,0,1,0,50.9,FR-Nantes,1918
24.95,34.75,9.8,1496,40.0,0,6266.43,0.0267,0,1,0,259.2,FR-Toulouse,1919
25.05,34.85,9.8,1658,30.0,3,5208.76,0.0181,1,0,0,254.6,FR-Toulouse,1920
24.95,34.75,9.8,2161,17.5,5,3960.24,0.0081,1,0,0,245.1,ES-Madrid,1921
24.95,34.75,9.8,1665,32.0,7,5579.47,0.0192,1,0,0,256.7,FR-Lyon,1922
24.85,34.65,9.8,1716,26.6,9,4780.0,0.0155,1,0,0,245.6,FR-Nantes,1923
24.85,34.55,9.7,1529,34.1,11,5459.97,0.0223,1,0,0,250.2,FR-Toulouse,1924
24.75,34.55,9.8,1353,50.7,13,7183.47,0.0374,1,0,0,257.4,ES-Madrid,1925
24.75,34.55,9.8,1537,37.7,15,6067.98,0.0245,1,0,0,240.4,FR-Lyon,1926
24.85,34.55,9.7,1606,30.8,17,5179.94,0.0192,1,0,0,230.3,FR-Nantes,1927
24.85,34.65,9.8,1314,47.8,19,6577.36,0.0363,0,0,0,239.6,FR-Nantes,1928
24.85,34.65,9.8,1623,29.9,24,5081.81,0.0184,1,0,0,241.5,FR-Nantes,1929
24.85,34.65,9.8,1483,50.9,26,7904.74,0.0343,0,1,0,243.8,FR-Lyon,1930
24.95,34.75,9.8,1569,37.0,29,6079.3,0.0236,0,1,0,224.9,FR-Nantes,1931
25.05,34.85,9.8,1969,21.7,32,4474.39,0.011,0,1,0,230.5,FR-Nantes,1932
24.95,34.85,9.9,1686,29.3,35,5173.13,0.0174,0,1,0,222.7,FR-Nantes,1933
24.95,34.85,9.9,1638,35.1,38,6020.74,0.0214,1,0,0,221.5,FR-Nantes,1934
24.95,34.75,9.8,1698,33.3,40,5921.21,0.0196,1,0,0,233.2,ES-Madrid,1935
24.95,34.75,9.8,1377,55.1,42,7945.37,0.04,0,1,0,210.5,ES-Madrid,1936
24.95,34.85,9.9,2129,18.4,45,4102.25,0.0086,0,1,0,216.3,FR-Toulouse,1937
25.05,34.85,9.8,1411,42.4,48,6265.01,0.03,1,0,0,214.3,ES-Madrid,1938
24.95,34.75,9.8,1517,40.8,50,6481.48,0.0269,1,0,0,215.4,FR-Nantes,1939
24.95,34.75,9.8,1303,53.9,52,7354.65,0.0413,0,1,0,208.5,FR-Lyon,1940
24.95,34.75,9.8,1578,35.6,55,5882.82,0.0225,1,0,0,206.5,FR-Lyon,1941
24.95,34.75,9.8,1425,58.2,57,8684.93,0.0408,1,0,0,201.0,FR-Toulouse,1942
24.95,34.85,9.9,1456,42.4,59,6464.81,0.0291,1,0,0,202.3,ES-Madrid,1943
24.95,34.85,9.9,1704,30.9,61,5513.87,0.0181,1,0,0,197.3,ES-Madrid,1944
24.95,34.95,10.0,1791,27.3,63,5120.2,0.0152,1,0,0,200.1,ES-Madrid,1945
24.95,34.95,10.0,1616,32.8,65,5550.65,0.0203,1,0,0,193.2,FR-Nantes,1946
25.05,34.95,9.9,1622,34.9,67,5927.95,0.0215,1,0,0,194.9,FR-Toulouse,1947
25.05,34.95,9.9,1462,49.9,69,7639.7,0.0341,1,0,0,190.9,FR-Lyon,1948
24.95,34.95,10.0,1410,45.8,71,6762.59,0.0325,1,0,0,194.6,FR-Toulouse,1949
24.95,34.85,9.9,1543,41.9,73,6770.31,0.0271,0,1,0,186.7,FR-Toulouse,1950
24.85,34.75,9.9,1479,47.6,76,7372.31,0.0322,0,1,0,175.1,FR-Lyon,1951
24.85,34.65,9.8,1839,22.7,79,4371.56,0.0123,1,0,0,187.3,FR-Lyon,1952
24.85,34.65,9.8,1266,60.5,81,8020.8,0.0478,1,0,0,174.5,FR-Nantes,1953
24.75,34.55,9.8,1593,34.9,83,5821.97,0.0219,1,0,0,173.7,ES-Madrid,1954
24.75,34.65,9.9,1459,46.9,85,7165.67,0.0321,1,0,0,172.0,ES-Barcelone,1955
24.75,34.55,9.8,1308,55.2,87,7560.93,0.0422,1,0,0,179.9,ES-Barcelone,1956
24.75,34.55,9.8,1364,46.8,89,6684.81,0.0343,0,1,0,160.3,FR-Nantes,1957
24.75,34.55,9.8,1618,35.9,92,6082.77,0.0222,0,0,0,183.7,FR-Toulouse,1958
24.75,34.55,9.8,1464,43.2,97,6622.98,0.0295,0,0,0,168.3,FR-Nantes,1959
24.65,34.45,9.8,1352,49.4,102,6994.11,0.0365,0,1,0,159.1,ES-Madrid,1960
24.65,34.45,9.8,1446,51.4,105,7783.23,0.0355,1,0,0,154.7,FR-Lyon,1961
24.65,34.35,9.7,1448,51.2,107,7763.67,0.0353,1,0,0,154.4,FR-Toulouse,1962
24.65,34.35,9.7,1391,48.6,109,7079.33,0.0349,1,0,0,153.6,ES-Madrid,1963
24.55,34.35,9.8,1379,43.3,111,6252.89,0.0314,1,0,0,152.2,FR-Toulouse,1964
24.65,34.35,9.7,1405,46.9,113,6900.46,0.0334,0,1,0,149.8,FR-Nantes,1965
24.65,34.35,9.7,1581,33.1,116,5480.1,0.0209,1,0,0,144.4,FR-Nantes,1966
24.75,34.45,9.7,1515,40.5,118,6425.34,0.0267,1,0,0,141.0,FR-Lyon,1967
24.75,34.45,9.7,1589,37.8,120,6289.91,0.0238,1,0,0,139.2,FR-Toulouse,1968
24.85,34.45,9.6,1281,50.8,122,6814.62,0.0396,1,0,0,137.0,FR-Toulouse,1969
24.65,34.35,9.7,1631,31.3,124,5345.97,0.0192,0,0,0,141.7,FR-Lyon,1970
24.75,34.45,9.7,1202,67.0,129,8433.5,0.0557,0,1,0,134.0,FR-Lyon,1971
24.75,34.45,9.7,1298,52.7,132,7163.31,0.0406,1,0,0,113.3,ES-Madrid,1972
24.75,34.45,9.7,1612,30.7,134,5182.41,0.019,1,0,0,129.3,FR-Toulouse,1973
