Timestamp,Machine ID,Material Category,Material Name,Quantity Used (kg),Recycled Material (%),Energy Consumption (kWh),Production Output (Units),Defect Rate (%)
2025-05-10 00:35:00,M005,Recycled Material,Scrap Steel,86.09,39.81,117.29,621,1.36
2025-05-10 00:40:00,M001,Raw Material,Aluminum,121.76,0.0,106.85,106,3.34
2025-05-10 00:45:00,M009,Recycled Material,Reprocessed Plastics,186.1,19.46,199.81,219,4.17
2025-05-10 00:50:00,M007,Hazardous Material,Lead-Based Alloy,61.26,0.0,160.2,933,3.06
2025-05-10 00:55:00,M001,Raw Material,Steel,106.28,0.0,86.72,763,1.4
2025-05-10 01:00:00,M005,Finished Material,Packaging,60.97,0.0,168.53,155,2.27
2025-05-10 01:05:00,M003,Finished Material,Packaging,79.38,0.0,149.9,553,3.21
2025-05-10 01:10:00,M003,Raw Material,Polypropylene,83.08,0.0,113.58,117,4.48
2025-05-10 01:15:00,M008,Recycled Material,Reprocessed Plastics,108.61,2.91,193.15,243,3.63
2025-05-10 01:20:00,M007,Finished Material,Circuit Board,139.45,0.0,121.35,668,3.99
2025-05-10 01:25:00,M008,Finished Material,Packaging,173.9,0.0,190.74,148,4.91
2025-05-10 01:30:00,M010,Finished Material,Packaging,60.02,0.0,173.33,123,1.99
2025-05-10 01:35:00,M009,Finished Material,Packaging,89.42,0.0,196.44,303,1.01
2025-05-10 01:40:00,M004,Raw Material,Aluminum,193.13,0.0,117.7,832,4.65
2025-05-10 01:45:00,M004,Process Additive,Coolant,66.31,0.0,145.36,181,2.32
2025-05-10 01:50:00,M004,Intermediate Material,Textiles,65.25,0.0,152.35,100,1.9
2025-05-10 01:55:00,M004,Recycled Material,Scrap Steel,173.78,48.98,118.13,578,2.48
2025-05-10 02:00:00,M010,Process Additive,Coolant,68.19,0.0,106.19,176,4.46
2025-05-10 02:05:00,M009,Process Additive,Coolant,89.69,0.0,85.9,272,4.32
2025-05-10 02:10:00,M006,Raw Material,Aluminum,179.62,0.0,115.28,144,4.87
2025-05-10 02:15:00,M002,Recycled Material,Reprocessed Plastics,92.71,2.65,134.21,798,1.25
2025-05-10 02:20:00,M002,Recycled Material,Reprocessed Plastics,130.13,46.38,188.61,858,3.95
2025-05-10 02:25:00,M009,Intermediate Material,Sheet Metal,61.28,0.0,180.07,754,0.46
2025-05-10 02:30:00,M008,Hazardous Material,Lead-Based Alloy,65.35,0.0,103.21,631,4.65
2025-05-10 02:35:00,M007,Intermediate Material,Textiles,131.92,0.0,168.15,603,3.92
2025-05-10 02:40:00,M010,Recycled Material,Scrap Steel,163.68,43.33,107.8,942,2.7
2025-05-10 02:45:00,M002,Hazardous Material,Lead-Based Alloy,131.53,0.0,199.51,518,0.15
2025-05-10 02:50:00,M004,Hazardous Material,Solvent,193.97,0.0,82.75,904,3.51
2025-05-10 02:55:00,M009,Finished Material,Packaging,114.3,0.0,161.69,221,2.27
2025-05-10 03:00:00,M001,Recycled Material,Reprocessed Plastics,85.39,20.25,173.59,250,4.3
2025-05-10 03:05:00,M001,Process Additive,Industrial Oil,106.42,0.0,97.24,774,4.2
2025-05-10 03:10:00,M003,Intermediate Material,Textiles,102.4,0.0,160.87,188,4.96
2025-05-10 03:15:00,M006,Raw Material,Polypropylene,130.86,0.0,133.67,207,3.43
2025-05-10 03:20:00,M007,Hazardous Material,Lead-Based Alloy,159.87,0.0,142.74,888,4.69
2025-05-10 03:25:00,M002,Hazardous Material,Lead-Based Alloy,99.11,0.0,127.75,567,3.77
2025-05-10 03:30:00,M001,Hazardous Material,Solvent,85.28,0.0,154.81,654,1.44
2025-05-10 03:35:00,M009,Raw Material,Aluminum,69.03,0.0,190.23,971,1.65
2025-05-10 03:40:00,M001,Hazardous Material,Lead-Based Alloy,149.35,0.0,145.07,836,2.99
2025-05-10 03:45:00,M005,Hazardous Material,Solvent,147.26,0.0,115.78,720,1.69
2025-05-10 03:50:00,M010,Hazardous Material,Lead-Based Alloy,147.09,0.0,114.03,562,3.13
2025-05-10 03:55:00,M009,Recycled Material,Scrap Steel,154.29,22.07,122.83,283,1.18
2025-05-10 04:00:00,M009,Recycled Material,Reprocessed Plastics,108.57,9.8,172.29,772,0.93
2025-05-10 04:05:00,M010,Recycled Material,Reprocessed Plastics,107.07,3.9,153.68,836,3.14
2025-05-10 04:10:00,M008,Recycled Material,Reprocessed Plastics,107.67,7.5,154.84,546,2.53
2025-05-10 04:15:00,M003,Intermediate Material,Plastic Resin,127.42,0.0,103.54,867,0.19
2025-05-10 04:20:00,M009,Process Additive,Catalyst,128.66,0.0,127.83,290,3.41
2025-05-10 04:25:00,M004,Process Additive,Industrial Oil,154.33,0.0,185.96,779,4.47
2025-05-10 04:30:00,M006,Recycled Material,Reprocessed Plastics,159.15,16.59,134.8,139,0.15
2025-05-10 04:35:00,M002,Intermediate Material,Plastic Resin,184.97,0.0,101.11,864,1.71
2025-05-10 04:40:00,M006,Process Additive,Coolant,77.38,0.0,142.83,571,2.97
2025-05-10 04:45:00,M004,Intermediate Material,Plastic Resin,173.97,0.0,153.37,290,3.19
2025-05-10 04:50:00,M003,Finished Material,Packaging,160.9,0.0,181.61,908,1.96
2025-05-10 04:55:00,M004,Intermediate Material,Textiles,194.07,0.0,190.85,205,1.7
2025-05-10 05:00:00,M003,Process Additive,Industrial Oil,152.67,0.0,189.92,291,2.67
2025-05-10 05:05:00,M006,Finished Material,Machine Component,76.68,0.0,193.4,498,0.84
2025-05-10 05:10:00,M010,Intermediate Material,Plastic Resin,191.91,0.0,106.6,811,1.11
2025-05-10 05:15:00,M009,Hazardous Material,Solvent,65.33,0.0,183.25,616,0.53
2025-05-10 05:20:00,M007,Process Additive,Coolant,53.85,0.0,157.5,631,1.31
2025-05-10 05:25:00,M007,Hazardous Material,Solvent,52.34,0.0,118.45,599,3.87
2025-05-10 05:30:00,M005,Process Additive,Industrial Oil,51.14,0.0,116.79,738,0.6
2025-05-10 05:35:00,M009,Hazardous Material,Lead-Based Alloy,188.95,0.0,93.58,592,3.0
2025-05-10 05:40:00,M003,Raw Material,Aluminum,128.23,0.0,164.56,695,1.18
2025-05-10 05:45:00,M001,Raw Material,Polypropylene,81.53,0.0,116.91,433,1.47
2025-05-10 05:50:00,M002,Process Additive,Coolant,80.34,0.0,105.99,277,1.83
2025-05-10 05:55:00,M004,Recycled Material,Reprocessed Plastics,159.18,47.53,91.69,917,2.13
2025-05-10 06:00:00,M006,Raw Material,Steel,193.97,0.0,111.89,966,0.75
2025-05-10 06:05:00,M002,Process Additive,Industrial Oil,55.28,0.0,122.46,567,1.91
2025-05-10 06:10:00,M009,Raw Material,Cotton,134.22,0.0,152.61,954,0.66
2025-05-10 06:15:00,M008,Raw Material,Polypropylene,104.15,0.0,108.2,626,2.63
2025-05-10 06:20:00,M006,Recycled Material,Scrap Steel,183.53,46.76,146.89,928,3.88
2025-05-10 06:25:00,M007,Raw Material,Polypropylene,179.61,0.0,150.03,525,3.96
2025-05-10 06:30:00,M008,Hazardous Material,Solvent,91.93,0.0,183.51,241,2.46
2025-05-10 06:35:00,M006,Hazardous Material,Solvent,197.47,0.0,187.18,386,2.71
2025-05-10 06:40:00,M006,Finished Material,Packaging,113.29,0.0,123.65,987,1.59
2025-05-10 06:45:00,M010,Process Additive,Industrial Oil,125.3,0.0,116.55,729,4.55
2025-05-10 06:50:00,M002,Finished Material,Machine Component,197.81,0.0,83.05,971,0.03
2025-05-10 06:55:00,M001,Raw Material,Aluminum,170.24,0.0,124.7,335,2.93
2025-05-10 07:00:00,M004,Raw Material,Aluminum,69.67,0.0,185.28,946,0.58
2025-05-10 07:05:00,M006,Process Additive,Industrial Oil,81.25,0.0,118.88,592,0.17
2025-05-10 07:10:00,M004,Finished Material,Packaging,113.85,0.0,168.58,798,0.5
2025-05-10 07:15:00,M005,Process Additive,Catalyst,128.72,0.0,125.97,700,3.1
2025-05-10 07:20:00,M008,Intermediate Material,Plastic Resin,194.46,0.0,162.84,327,2.12
2025-05-10 07:25:00,M008,Finished Material,Machine Component,146.47,0.0,97.96,106,0.65
2025-05-10 07:30:00,M009,Finished Material,Packaging,75.16,0.0,124.26,314,4.75
2025-05-10 07:35:00,M002,Hazardous Material,Lead-Based Alloy,170.81,0.0,100.74,656,4.04
2025-05-10 07:40:00,M002,Finished Material,Circuit Board,78.56,0.0,87.55,304,3.03
2025-05-10 07:45:00,M001,Finished Material,Machine Component,143.61,0.0,87.08,856,0.04
2025-05-10 07:50:00,M002,Hazardous Material,Lead-Based Alloy,112.31,0.0,138.74,308,3.59
2025-05-10 07:55:00,M008,Process Additive,Industrial Oil,129.88,0.0,172.03,513,2.59
2025-05-10 08:00:00,M002,Finished Material,Machine Component,76.54,0.0,101.68,458,2.4
2025-05-10 08:05:00,M006,Process Additive,Catalyst,195.99,0.0,147.44,372,2.42
2025-05-10 08:10:00,M007,Intermediate Material,Textiles,191.32,0.0,119.05,733,0.45
2025-05-10 08:15:00,M008,Recycled Material,Scrap Steel,159.43,19.62,145.92,286,3.59
2025-05-10 08:20:00,M002,Finished Material,Machine Component,76.33,0.0,134.86,320,0.99
2025-05-10 08:25:00,M004,Hazardous Material,Lead-Based Alloy,193.5,0.0,191.13,433,0.91
2025-05-10 08:30:00,M003,Hazardous Material,Lead-Based Alloy,161.15,0.0,185.79,203,3.66
2025-05-10 08:35:00,M006,Finished Material,Packaging,61.3,0.0,116.38,666,2.75
2025-05-10 08:40:00,M004,Intermediate Material,Plastic Resin,148.0,0.0,164.3,350,3.95
2025-05-10 08:45:00,M009,Intermediate Material,Plastic Resin,133.39,0.0,116.97,527,0.61
2025-05-10 08:50:00,M008,Finished Material,Packaging,182.38,0.0,106.26,927,1.97
2025-05-10 08:55:00,M004,Raw Material,Polypropylene,89.16,0.0,110.47,930,4.77
2025-05-10 09:00:00,M008,Hazardous Material,Lead-Based Alloy,77.07,0.0,133.62,944,4.24
2025-05-10 09:05:00,M010,Recycled Material,Scrap Steel,78.02,8.72,88.39,156,1.66
2025-05-10 09:10:00,M010,Recycled Material,Reprocessed Plastics,157.81,10.71,164.95,937,1.63
2025-05-10 09:15:00,M010,Hazardous Material,Lead-Based Alloy,69.6,0.0,83.37,791,3.76
2025-05-10 09:20:00,M002,Intermediate Material,Plastic Resin,109.57,0.0,174.87,983,0.27
2025-05-10 09:25:00,M004,Intermediate Material,Sheet Metal,182.51,0.0,111.84,667,2.44
2025-05-10 09:30:00,M008,Hazardous Material,Solvent,102.4,0.0,105.27,857,3.61
2025-05-10 09:35:00,M006,Finished Material,Packaging,103.6,0.0,108.42,647,1.97
2025-05-10 09:40:00,M001,Raw Material,Aluminum,52.6,0.0,197.36,341,4.61
2025-05-10 09:45:00,M002,Hazardous Material,Solvent,66.42,0.0,87.97,955,4.36
2025-05-10 09:50:00,M004,Finished Material,Packaging,184.78,0.0,184.11,123,3.89
2025-05-10 09:55:00,M010,Intermediate Material,Textiles,191.27,0.0,169.91,779,0.12
2025-05-10 10:00:00,M005,Intermediate Material,Plastic Resin,91.58,0.0,184.14,623,0.96
2025-05-10 10:05:00,M010,Intermediate Material,Sheet Metal,136.48,0.0,199.06,184,1.05
2025-05-10 10:10:00,M010,Recycled Material,Scrap Steel,141.3,5.76,127.74,748,0.75
2025-05-10 10:15:00,M003,Raw Material,Aluminum,73.61,0.0,184.01,817,4.8
2025-05-10 10:20:00,M007,Recycled Material,Scrap Steel,58.03,30.29,169.52,191,0.58
2025-05-10 10:25:00,M007,Recycled Material,Scrap Steel,69.43,9.04,94.51,838,0.16
2025-05-10 10:30:00,M003,Finished Material,Machine Component,149.26,0.0,191.06,878,2.19
2025-05-10 10:35:00,M004,Intermediate Material,Textiles,162.02,0.0,105.69,400,2.86
2025-05-10 10:40:00,M007,Recycled Material,Reprocessed Plastics,81.26,0.67,101.46,766,4.38
2025-05-10 10:45:00,M005,Hazardous Material,Lead-Based Alloy,72.44,0.0,174.2,280,0.5
2025-05-10 10:50:00,M005,Raw Material,Cotton,143.8,0.0,96.87,445,4.3
2025-05-10 10:55:00,M010,Finished Material,Machine Component,197.3,0.0,98.02,393,1.88
2025-05-10 11:00:00,M001,Hazardous Material,Lead-Based Alloy,155.09,0.0,124.01,458,3.61
2025-05-10 11:05:00,M002,Finished Material,Packaging,148.27,0.0,176.64,319,3.58
2025-05-10 11:10:00,M010,Hazardous Material,Solvent,69.23,0.0,163.35,608,4.12
2025-05-10 11:15:00,M002,Intermediate Material,Plastic Resin,67.8,0.0,113.06,534,4.68
2025-05-10 11:20:00,M009,Process Additive,Catalyst,105.0,0.0,116.83,233,1.06
2025-05-10 11:25:00,M001,Process Additive,Industrial Oil,183.22,0.0,173.42,126,0.7
2025-05-10 11:30:00,M008,Raw Material,Cotton,68.47,0.0,153.71,590,1.15
2025-05-10 11:35:00,M008,Process Additive,Industrial Oil,74.95,0.0,154.33,553,3.59
2025-05-10 11:40:00,M002,Recycled Material,Reprocessed Plastics,179.29,1.12,107.38,229,4.3
2025-05-10 11:45:00,M009,Finished Material,Circuit Board,101.36,0.0,111.33,984,0.79
2025-05-10 11:50:00,M001,Intermediate Material,Textiles,156.55,0.0,114.25,355,0.29
2025-05-10 11:55:00,M001,Hazardous Material,Solvent,186.2,0.0,128.66,608,2.82
2025-05-10 12:00:00,M008,Process Additive,Coolant,183.96,0.0,116.99,166,1.85
2025-05-10 12:05:00,M010,Finished Material,Machine Component,105.8,0.0,131.02,276,4.73
2025-05-10 12:10:00,M005,Recycled Material,Scrap Steel,70.53,40.5,135.41,102,0.55
2025-05-10 12:15:00,M009,Raw Material,Steel,169.59,0.0,141.7,139,1.04
2025-05-10 12:20:00,M007,Hazardous Material,Lead-Based Alloy,65.06,0.0,127.84,881,4.72
2025-05-10 12:25:00,M008,Intermediate Material,Plastic Resin,127.44,0.0,145.32,629,0.49
2025-05-10 12:30:00,M006,Recycled Material,Scrap Steel,72.22,1.52,166.38,450,3.52
2025-05-10 12:35:00,M008,Raw Material,Aluminum,126.25,0.0,129.03,204,1.23
2025-05-10 12:40:00,M008,Finished Material,Circuit Board,99.82,0.0,196.25,932,4.35
2025-05-10 12:45:00,M006,Hazardous Material,Solvent,123.8,0.0,103.94,510,0.87
2025-05-10 12:50:00,M004,Raw Material,Steel,134.77,0.0,101.81,644,4.3
2025-05-10 12:55:00,M006,Recycled Material,Reprocessed Plastics,155.51,29.81,139.54,309,0.6
2025-05-10 13:00:00,M001,Process Additive,Industrial Oil,199.96,0.0,176.44,895,1.0
2025-05-10 13:05:00,M007,Intermediate Material,Plastic Resin,188.3,0.0,180.6,503,2.18
2025-05-10 13:10:00,M003,Raw Material,Polypropylene,137.77,0.0,142.95,950,0.69
2025-05-10 13:15:00,M008,Raw Material,Steel,58.64,0.0,111.92,524,2.13
2025-05-10 13:20:00,M005,Process Additive,Catalyst,138.4,0.0,170.61,914,0.58
2025-05-10 13:25:00,M008,Hazardous Material,Solvent,149.98,0.0,94.92,358,0.19
2025-05-10 13:30:00,M005,Hazardous Material,Lead-Based Alloy,131.58,0.0,192.98,169,4.1
2025-05-10 13:35:00,M010,Finished Material,Packaging,144.66,0.0,112.35,103,1.58
2025-05-10 13:40:00,M002,Process Additive,Industrial Oil,56.34,0.0,153.27,613,0.19
2025-05-10 13:45:00,M010,Process Additive,Catalyst,174.52,0.0,178.61,504,3.92
2025-05-10 13:50:00,M009,Recycled Material,Scrap Steel,147.2,9.93,150.84,801,0.6
2025-05-10 13:55:00,M007,Recycled Material,Reprocessed Plastics,65.31,45.4,194.65,252,1.08
2025-05-10 14:00:00,M005,Raw Material,Cotton,121.98,0.0,111.94,338,4.15
2025-05-10 14:05:00,M006,Recycled Material,Scrap Steel,81.64,34.44,141.85,705,2.98
2025-05-10 14:10:00,M010,Hazardous Material,Lead-Based Alloy,199.35,0.0,133.53,115,0.33
2025-05-10 14:15:00,M005,Intermediate Material,Plastic Resin,177.22,0.0,194.69,242,0.13
2025-05-10 14:20:00,M008,Raw Material,Cotton,172.97,0.0,144.87,275,0.53
2025-05-10 14:25:00,M007,Raw Material,Aluminum,149.11,0.0,159.11,745,4.02
2025-05-10 14:30:00,M005,Raw Material,Steel,85.28,0.0,162.12,868,3.08
2025-05-10 14:35:00,M009,Hazardous Material,Solvent,185.12,0.0,187.69,185,4.88
2025-05-10 14:40:00,M001,Finished Material,Packaging,125.55,0.0,150.52,396,4.64
2025-05-10 14:45:00,M009,Raw Material,Steel,195.58,0.0,191.37,366,1.52
2025-05-10 14:50:00,M003,Intermediate Material,Sheet Metal,117.69,0.0,185.62,464,2.61
2025-05-10 14:55:00,M004,Hazardous Material,Solvent,195.88,0.0,124.86,111,2.7
2025-05-10 15:00:00,M001,Raw Material,Polypropylene,131.01,0.0,130.25,427,2.37
2025-05-10 15:05:00,M002,Intermediate Material,Sheet Metal,107.04,0.0,90.22,709,2.02
2025-05-10 15:10:00,M002,Intermediate Material,Textiles,183.65,0.0,160.92,704,1.35
2025-05-10 15:15:00,M003,Hazardous Material,Solvent,133.95,0.0,140.56,574,3.63
2025-05-10 15:20:00,M007,Hazardous Material,Solvent,149.69,0.0,86.0,144,2.94
2025-05-10 15:25:00,M004,Finished Material,Circuit Board,88.8,0.0,174.86,909,2.9
2025-05-10 15:30:00,M002,Process Additive,Coolant,56.6,0.0,187.95,757,1.24
2025-05-10 15:35:00,M008,Process Additive,Catalyst,184.06,0.0,162.91,671,1.12
2025-05-10 15:40:00,M007,Process Additive,Industrial Oil,166.85,0.0,135.23,917,4.29
2025-05-10 15:45:00,M007,Intermediate Material,Plastic Resin,146.0,0.0,186.17,531,3.51
2025-05-10 15:50:00,M005,Hazardous Material,Solvent,107.56,0.0,109.84,371,4.68
2025-05-10 15:55:00,M007,Raw Material,Polypropylene,117.96,0.0,117.49,166,2.22
2025-05-10 16:00:00,M003,Hazardous Material,Solvent,65.33,0.0,97.08,464,2.9
2025-05-10 16:05:00,M004,Finished Material,Machine Component,91.28,0.0,145.61,100,2.51
2025-05-10 16:10:00,M010,Intermediate Material,Plastic Resin,130.19,0.0,143.92,613,1.14
2025-05-10 16:15:00,M001,Recycled Material,Scrap Steel,197.75,19.76,98.16,870,2.64
2025-05-10 16:20:00,M010,Hazardous Material,Lead-Based Alloy,113.74,0.0,154.79,164,0.45
2025-05-10 16:25:00,M002,Intermediate Material,Sheet Metal,137.97,0.0,170.8,842,1.24
2025-05-10 16:30:00,M010,Finished Material,Circuit Board,199.79,0.0,184.78,831,2.04
2025-05-10 16:35:00,M004,Intermediate Material,Plastic Resin,157.96,0.0,187.33,449,0.93
2025-05-10 16:40:00,M004,Raw Material,Polypropylene,98.18,0.0,141.33,510,1.66
2025-05-10 16:45:00,M001,Intermediate Material,Plastic Resin,185.96,0.0,113.41,409,2.48
2025-05-10 16:50:00,M005,Raw Material,Steel,114.34,0.0,158.03,993,0.97
2025-05-10 16:55:00,M005,Process Additive,Industrial Oil,168.15,0.0,129.97,965,0.32
2025-05-10 17:00:00,M008,Finished Material,Circuit Board,165.86,0.0,95.21,364,2.97
2025-05-10 17:05:00,M010,Hazardous Material,Lead-Based Alloy,132.01,0.0,194.77,846,0.01
2025-05-10 17:10:00,M007,Recycled Material,Scrap Steel,64.53,3.98,112.5,629,4.24
2025-05-10 17:15:00,M002,Intermediate Material,Plastic Resin,143.38,0.0,190.29,741,1.88
2025-05-10 17:20:00,M005,Hazardous Material,Solvent,142.47,0.0,144.61,924,4.58
2025-05-10 17:25:00,M010,Recycled Material,Reprocessed Plastics,96.74,25.34,148.07,805,4.46
2025-05-10 17:30:00,M002,Process Additive,Coolant,138.25,0.0,197.47,922,3.3
2025-05-10 17:35:00,M002,Raw Material,Aluminum,158.36,0.0,161.54,159,4.22
2025-05-10 17:40:00,M008,Process Additive,Industrial Oil,154.55,0.0,125.78,811,0.22
2025-05-10 17:45:00,M002,Raw Material,Cotton,61.79,0.0,161.93,163,1.14
2025-05-10 17:50:00,M010,Hazardous Material,Solvent,81.07,0.0,117.73,520,4.88
2025-05-10 17:55:00,M003,Raw Material,Polypropylene,99.15,0.0,151.94,488,2.43
2025-05-10 18:00:00,M001,Raw Material,Polypropylene,171.05,0.0,115.85,694,1.25
2025-05-10 18:05:00,M001,Process Additive,Coolant,199.8,0.0,161.89,380,3.93
2025-05-10 18:10:00,M009,Hazardous Material,Solvent,114.7,0.0,129.26,434,3.95
2025-05-10 18:15:00,M005,Intermediate Material,Sheet Metal,173.03,0.0,191.77,422,2.12
2025-05-10 18:20:00,M006,Recycled Material,Reprocessed Plastics,100.99,44.62,148.55,901,4.76
2025-05-10 18:25:00,M006,Intermediate Material,Sheet Metal,167.19,0.0,176.63,129,2.13
2025-05-10 18:30:00,M004,Process Additive,Coolant,169.84,0.0,185.11,902,0.65
2025-05-10 18:35:00,M003,Recycled Material,Reprocessed Plastics,155.09,2.71,127.58,442,3.02
2025-05-10 18:40:00,M006,Intermediate Material,Sheet Metal,51.37,0.0,191.83,535,0.8
2025-05-10 18:45:00,M003,Raw Material,Aluminum,72.82,0.0,101.73,880,3.99
2025-05-10 18:50:00,M007,Recycled Material,Reprocessed Plastics,96.59,6.72,117.92,168,1.95
2025-05-10 18:55:00,M002,Raw Material,Aluminum,92.14,0.0,198.02,194,1.86
2025-05-10 19:00:00,M009,Process Additive,Catalyst,169.53,0.0,156.73,161,0.03
2025-05-10 19:05:00,M009,Raw Material,Steel,121.19,0.0,141.95,505,2.41
2025-05-10 19:10:00,M008,Hazardous Material,Lead-Based Alloy,79.38,0.0,89.5,691,2.98
2025-05-10 19:15:00,M006,Recycled Material,Scrap Steel,189.65,13.66,96.19,835,2.04
2025-05-10 19:20:00,M005,Intermediate Material,Textiles,171.8,0.0,89.14,847,0.55
2025-05-10 19:25:00,M003,Raw Material,Aluminum,129.31,0.0,107.46,877,4.42
2025-05-10 19:30:00,M006,Intermediate Material,Plastic Resin,101.86,0.0,150.65,495,4.33
2025-05-10 19:35:00,M009,Raw Material,Cotton,133.12,0.0,196.84,750,0.84
2025-05-10 19:40:00,M005,Hazardous Material,Lead-Based Alloy,96.46,0.0,94.81,670,3.47
2025-05-10 19:45:00,M004,Hazardous Material,Solvent,181.8,0.0,123.44,870,4.9
2025-05-10 19:50:00,M005,Raw Material,Steel,151.37,0.0,131.51,412,3.26
2025-05-10 19:55:00,M005,Finished Material,Machine Component,100.78,0.0,97.48,301,4.23
2025-05-10 20:00:00,M002,Raw Material,Aluminum,191.67,0.0,98.5,830,4.92
2025-05-10 20:05:00,M005,Hazardous Material,Solvent,152.33,0.0,154.49,935,4.92
2025-05-10 20:10:00,M008,Recycled Material,Reprocessed Plastics,164.62,12.14,115.22,756,3.39
2025-05-10 20:15:00,M003,Recycled Material,Scrap Steel,54.61,43.38,146.61,488,3.43
2025-05-10 20:20:00,M002,Recycled Material,Reprocessed Plastics,157.13,32.75,87.29,967,0.34
2025-05-10 20:25:00,M007,Intermediate Material,Sheet Metal,88.24,0.0,165.77,299,0.17
2025-05-10 20:30:00,M010,Intermediate Material,Plastic Resin,157.88,0.0,140.36,248,1.33
2025-05-10 20:35:00,M004,Process Additive,Industrial Oil,182.16,0.0,81.42,978,4.6
2025-05-10 20:40:00,M002,Hazardous Material,Lead-Based Alloy,157.27,0.0,127.56,585,2.53
2025-05-10 20:45:00,M009,Raw Material,Cotton,101.8,0.0,100.67,360,1.27
2025-05-10 20:50:00,M006,Process Additive,Coolant,114.12,0.0,179.1,315,4.1
2025-05-10 20:55:00,M006,Finished Material,Circuit Board,121.27,0.0,154.34,561,3.52
2025-05-10 21:00:00,M009,Raw Material,Steel,146.27,0.0,158.11,919,3.63
2025-05-10 21:05:00,M006,Intermediate Material,Textiles,139.36,0.0,97.65,567,4.8
2025-05-10 21:10:00,M009,Finished Material,Machine Component,181.12,0.0,168.24,923,3.11
2025-05-10 21:15:00,M010,Recycled Material,Scrap Steel,182.72,38.22,151.86,413,4.97
2025-05-10 21:20:00,M006,Recycled Material,Scrap Steel,175.63,5.23,180.77,797,0.69
2025-05-10 21:25:00,M007,Intermediate Material,Sheet Metal,171.53,0.0,183.42,712,2.7
2025-05-10 21:30:00,M007,Finished Material,Machine Component,76.25,0.0,95.86,308,4.16
2025-05-10 21:35:00,M004,Hazardous Material,Solvent,74.41,0.0,108.26,681,3.96
2025-05-10 21:40:00,M003,Raw Material,Cotton,54.51,0.0,190.39,260,4.72
2025-05-10 21:45:00,M010,Intermediate Material,Sheet Metal,127.56,0.0,141.76,150,3.56
2025-05-10 21:50:00,M009,Intermediate Material,Sheet Metal,71.86,0.0,85.37,219,0.07
2025-05-10 21:55:00,M004,Intermediate Material,Sheet Metal,52.44,0.0,163.0,495,2.31
2025-05-10 22:00:00,M007,Raw Material,Steel,186.51,0.0,140.95,746,2.98
2025-05-10 22:05:00,M009,Finished Material,Machine Component,157.23,0.0,94.6,660,0.42
2025-05-10 22:10:00,M005,Intermediate Material,Plastic Resin,107.56,0.0,91.15,163,4.59
2025-05-10 22:15:00,M004,Hazardous Material,Solvent,189.28,0.0,157.99,756,4.72
2025-05-10 22:20:00,M010,Hazardous Material,Lead-Based Alloy,167.93,0.0,113.16,901,3.76
2025-05-10 22:25:00,M009,Finished Material,Circuit Board,79.25,0.0,117.12,987,4.91
2025-05-10 22:30:00,M006,Finished Material,Circuit Board,55.23,0.0,103.83,891,4.97
2025-05-10 22:35:00,M008,Recycled Material,Scrap Steel,50.53,40.87,113.47,437,4.76
2025-05-10 22:40:00,M010,Recycled Material,Reprocessed Plastics,175.11,16.57,188.35,147,2.18
2025-05-10 22:45:00,M007,Recycled Material,Reprocessed Plastics,63.8,0.65,157.68,479,1.5
2025-05-10 22:50:00,M002,Finished Material,Circuit Board,155.61,0.0,187.02,330,4.93
2025-05-10 22:55:00,M001,Recycled Material,Reprocessed Plastics,65.09,30.71,190.69,705,1.34
2025-05-10 23:00:00,M010,Recycled Material,Scrap Steel,128.42,0.75,172.76,878,0.97
2025-05-10 23:05:00,M007,Hazardous Material,Lead-Based Alloy,94.13,0.0,96.9,647,3.63
2025-05-10 23:10:00,M010,Hazardous Material,Solvent,73.9,0.0,152.83,903,0.08
2025-05-10 23:15:00,M004,Hazardous Material,Solvent,133.7,0.0,142.4,750,2.83
2025-05-10 23:20:00,M008,Hazardous Material,Solvent,167.24,0.0,88.72,131,1.85
2025-05-10 23:25:00,M010,Recycled Material,Scrap Steel,104.45,42.19,148.32,486,0.12
2025-05-10 23:30:00,M010,Intermediate Material,Sheet Metal,53.34,0.0,90.44,541,4.41
2025-05-10 23:35:00,M006,Recycled Material,Scrap Steel,107.02,15.14,89.44,975,0.03
2025-05-10 23:40:00,M010,Process Additive,Industrial Oil,191.11,0.0,174.08,469,1.68
2025-05-10 23:45:00,M006,Raw Material,Cotton,123.0,0.0,114.89,192,3.35
2025-05-10 23:50:00,M003,Recycled Material,Reprocessed Plastics,107.76,9.24,88.96,654,3.36
2025-05-10 23:55:00,M009,Intermediate Material,Plastic Resin,63.79,0.0,165.53,512,4.7
2025-05-11 00:00:00,M007,Process Additive,Industrial Oil,74.41,0.0,152.38,588,1.67
2025-05-11 00:05:00,M010,Raw Material,Cotton,58.01,0.0,164.86,370,3.61
2025-05-11 00:10:00,M006,Process Additive,Industrial Oil,65.79,0.0,146.43,797,1.47
2025-05-11 00:15:00,M008,Raw Material,Polypropylene,115.27,0.0,140.7,102,4.22
2025-05-11 00:20:00,M003,Intermediate Material,Plastic Resin,124.54,0.0,80.01,688,0.09
2025-05-11 00:25:00,M001,Raw Material,Cotton,82.93,0.0,164.5,450,2.05
2025-05-11 00:30:00,M001,Recycled Material,Scrap Steel,81.69,6.8,181.71,581,4.96
2025-05-11 00:35:00,M009,Intermediate Material,Textiles,141.65,0.0,186.49,906,1.4
